id,displayName,score
player07588,Player 07588,84703
player07589,Player 07589,17518
player07590,Player 07590,88251
player07591,Player 07591,84659
player07592,Player 07592,92203
player07593,Player 07593,36217
player07594,Player 07594,424
player07595,Player 07595,65161
player07596,Player 07596,29800
player07597,Player 07597,47654
player07598,Player 07598,20077
player07599,Player 07599,22749
player07600,Player 07600,86200
player07601,Player 07601,49432
player07602,Player 07602,31379
player07603,Player 07603,47004
player07604,Player 07604,56408
player07605,Player 07605,75575
player07606,Player 07606,65896
player07607,Player 07607,54455
player07608,Player 07608,1692
player07609,Player 07609,48083
player07610,Player 07610,41141
player07611,Player 07611,7687
player07612,Player 07612,68045
player07613,Player 07613,11923
player07614,Player 07614,50804
player07615,Player 07615,29479
player07616,Player 07616,26964
player07617,Player 07617,37650
player07618,Player 07618,13552
player07619,Player 07619,98621
player07620,Player 07620,31079
player07621,Player 07621,18194
player07622,Player 07622,89243
player07623,Player 07623,58810
player07624,Player 07624,61241
player07625,Player 07625,79133
player07626,Player 07626,90033
player07627,Player 07627,59262
player07628,Player 07628,57002
player07629,Player 07629,2957
player07630,Player 07630,33431
player07631,Player 07631,63100
player07632,Player 07632,24205
player07633,Player 07633,87288
player07634,Player 07634,3925
player07635,Player 07635,54127
player07636,Player 07636,92365
player07637,Player 07637,89451
player07638,Player 07638,172
player07639,Player 07639,55781
player07640,Player 07640,34424
player07641,Player 07641,9024
player07642,Player 07642,69501
player07643,Player 07643,38393
player07644,Player 07644,985
player07645,Player 07645,66615
player07646,Player 07646,85188
player07647,Player 07647,23375
player07648,Player 07648,13171
player07649,Player 07649,43197
player07650,Player 07650,90836
player07651,Player 07651,35467
player07652,Player 07652,7127
player07653,Player 07653,36383
player07654,Player 07654,77526
player07655,Player 07655,86471
player07656,Player 07656,20937
player07657,Player 07657,2058
player07658,Player 07658,98345
player07659,Player 07659,53992
player07660,Player 07660,3430
player07661,Player 07661,89824
player07662,Player 07662,29178
player07663,Player 07663,28664
player07664,Player 07664,64002
player07665,Player 07665,27061
player07666,Player 07666,8475
player07667,Player 07667,7617
player07668,Player 07668,49389
player07669,Player 07669,52588
player07670,Player 07670,86714
player07671,Player 07671,99827
player07672,Player 07672,88035
player07673,Player 07673,95793
player07674,Player 07674,22985
player07675,Player 07675,17959
player07676,Player 07676,45918
player07677,Player 07677,50110
player07678,Player 07678,60638
player07679,Player 07679,798
player07680,Player 07680,82239
player07681,Player 07681,88170
player07682,Player 07682,19196
player07683,Player 07683,56727
player07684,Player 07684,4265
player07685,Player 07685,45893
player07686,Player 07686,1829
player07687,Player 07687,75263
player07688,Player 07688,81427
player07689,Player 07689,61851
player07690,Player 07690,37634
player07691,Player 07691,62341
player07692,Player 07692,45148
player07693,Player 07693,21767
player07694,Player 07694,89747
player07695,Player 07695,1546
player07696,Player 07696,22629
player07697,Player 07697,67412
player07698,Player 07698,58616
player07699,Player 07699,54951
player07700,Player 07700,2505
player07701,Player 07701,10279
player07702,Player 07702,4026
player07703,Player 07703,53879
player07704,Player 07704,33714
player07705,Player 07705,65884
player07706,Player 07706,55222
player07707,Player 07707,20255
player07708,Player 07708,76794
player07709,Player 07709,33464
player07710,Player 07710,64679
player07711,Player 07711,32909
player07712,Player 07712,38559
player07713,Player 07713,33949
player07714,Player 07714,9990
player07715,Player 07715,69696
player07716,Player 07716,32780
player07717,Player 07717,19447
player07718,Player 07718,87501
player07719,Player 07719,46504
player07720,Player 07720,56724
player07721,Player 07721,52378
player07722,Player 07722,1002
player07723,Player 07723,23313
player07724,Player 07724,67017
player07725,Player 07725,55217
player07726,Player 07726,79681
player07727,Player 07727,39191
player07728,Player 07728,77184
player07729,Player 07729,60454
player07730,Player 07730,97133
player07731,Player 07731,8961
player07732,Player 07732,77988
player07733,Player 07733,68733
player07734,Player 07734,96080
player07735,Player 07735,55505
player07736,Player 07736,77794
player07737,Player 07737,44904
player07738,Player 07738,57880
player07739,Player 07739,69089
player07740,Player 07740,26922
player07741,Player 07741,67943
player07742,Player 07742,56901
player07743,Player 07743,12922
player07744,Player 07744,76428
player07745,Player 07745,18900
player07746,Player 07746,59803
player07747,Player 07747,30630
player07748,Player 07748,31029
player07749,Player 07749,92089
player07750,Player 07750,62502
player07751,Player 07751,64992
player07752,Player 07752,42208
player07753,Player 07753,51002
player07754,Player 07754,46276
player07755,Player 07755,28571
player07756,Player 07756,64408
player07757,Player 07757,97110
player07758,Player 07758,59932
player07759,Player 07759,53602
player07760,Player 07760,76814
player07761,Player 07761,50165
player07762,Player 07762,64682
player07763,Player 07763,7189
player07764,Player 07764,90871
player07765,Player 07765,53064
player07766,Player 07766,31061
player07767,Player 07767,93074
player07768,Player 07768,85408
player07769,Player 07769,20007
player07770,Player 07770,6131
player07771,Player 07771,67183
player07772,Player 07772,50667
player07773,Player 07773,20312
player07774,Player 07774,54022
player07775,Player 07775,63745
player07776,Player 07776,50602
player07777,Player 07777,73762
player07778,Player 07778,68674
player07779,Player 07779,36793
player07780,Player 07780,21658
player07781,Player 07781,16878
player07782,Player 07782,39033
player07783,Player 07783,94529
player07784,Player 07784,38849
player07785,Player 07785,61577
player07786,Player 07786,46287
player07787,Player 07787,78674
player07788,Player 07788,59919
player07789,Player 07789,78612
player07790,Player 07790,39245
player07791,Player 07791,56527
player07792,Player 07792,82643
player07793,Player 07793,9610
player07794,Player 07794,69959
player07795,Player 07795,23428
player07796,Player 07796,16928
player07797,Player 07797,13073
player07798,Player 07798,86948
player07799,Player 07799,61409
player07800,Player 07800,38328
player07801,Player 07801,11916
player07802,Player 07802,9915
player07803,Player 07803,28249
player07804,Player 07804,22531
player07805,Player 07805,3863
player07806,Player 07806,5253
player07807,Player 07807,10872
player07808,Player 07808,57806
player07809,Player 07809,91618
player07810,Player 07810,60110
player07811,Player 07811,87334
player07812,Player 07812,16254
player07813,Player 07813,85193
player07814,Player 07814,4817
player07815,Player 07815,85481
player07816,Player 07816,25708
player07817,Player 07817,45120
player07818,Player 07818,85103
player07819,Player 07819,49146
player07820,Player 07820,59565
player07821,Player 07821,79516
player07822,Player 07822,84985
player07823,Player 07823,44139
player07824,Player 07824,94606
player07825,Player 07825,33165
player07826,Player 07826,9747
player07827,Player 07827,71021
player07828,Player 07828,75018
player07829,Player 07829,4391
player07830,Player 07830,59205
player07831,Player 07831,11629
player07832,Player 07832,494
player07833,Player 07833,48233
player07834,Player 07834,5516
player07835,Player 07835,81609
player07836,Player 07836,41519
player07837,Player 07837,6483
player07838,Player 07838,43448
player07839,Player 07839,50709
player07840,Player 07840,62769
player07841,Player 07841,19325
player07842,Player 07842,87156
player07843,Player 07843,12971
player07844,Player 07844,48828
player07845,Player 07845,78218
player07846,Player 07846,33896
player07847,Player 07847,47538
player07848,Player 07848,37361
player07849,Player 07849,48553
player07850,Player 07850,54665
player07851,Player 07851,90837
player07852,Player 07852,96970
player07853,Player 07853,38321
player07854,Player 07854,26640
player07855,Player 07855,67384
player07856,Player 07856,81340
player07857,Player 07857,82372
player07858,Player 07858,65806
player07859,Player 07859,16982
player07860,Player 07860,29721
player07861,Player 07861,17935
player07862,Player 07862,81988
player07863,Player 07863,71820
player07864,Player 07864,18000
player07865,Player 07865,66937
player07866,Player 07866,74254
player07867,Player 07867,8406
player07868,Player 07868,40794
player07869,Player 07869,52546
player07870,Player 07870,70738
player07871,Player 07871,94029
player07872,Player 07872,62110
player07873,Player 07873,43286
player07874,Player 07874,97084
player07875,Player 07875,60782
player07876,Player 07876,9129
player07877,Player 07877,76157
player07878,Player 07878,5232
player07879,Player 07879,12838
player07880,Player 07880,84053
player07881,Player 07881,53384
player07882,Player 07882,60686
player07883,Player 07883,32730
player07884,Player 07884,92829
player07885,Player 07885,38140
player07886,Player 07886,35501
player07887,Player 07887,6902
player07888,Player 07888,56924
player07889,Player 07889,25290
player07890,Player 07890,73865
player07891,Player 07891,63407
player07892,Player 07892,17886
player07893,Player 07893,51701
player07894,Player 07894,62338
player07895,Player 07895,44161
player07896,Player 07896,41728
player07897,Player 07897,99745
player07898,Player 07898,51430
player07899,Player 07899,7273
player07900,Player 07900,27075
player07901,Player 07901,80673
player07902,Player 07902,4376
player07903,Player 07903,64179
player07904,Player 07904,23916
player07905,Player 07905,8929
player07906,Player 07906,37707
player07907,Player 07907,92888
player07908,Player 07908,49590
player07909,Player 07909,50280
player07910,Player 07910,25710
player07911,Player 07911,46203
player07912,Player 07912,19235
player07913,Player 07913,71800
player07914,Player 07914,57223
player07915,Player 07915,11288
player07916,Player 07916,32056
player07917,Player 07917,95520
player07918,Player 07918,19647
player07919,Player 07919,65366
player07920,Player 07920,30858
player07921,Player 07921,64710
player07922,Player 07922,93200
player07923,Player 07923,28819
player07924,Player 07924,25336
player07925,Player 07925,3303
player07926,Player 07926,67418
player07927,Player 07927,6143
player07928,Player 07928,24323
player07929,Player 07929,46221
player07930,Player 07930,2983
player07931,Player 07931,69139
player07932,Player 07932,80748
player07933,Player 07933,28167
player07934,Player 07934,53481
player07935,Player 07935,93467
player07936,Player 07936,18130
player07937,Player 07937,54854
player07938,Player 07938,87488
player07939,Player 07939,26188
player07940,Player 07940,26257
player07941,Player 07941,78190
player07942,Player 07942,91581
player07943,Player 07943,99430
player07944,Player 07944,73865
player07945,Player 07945,63330
player07946,Player 07946,69423
player07947,Player 07947,23178
player07948,Player 07948,40145
player07949,Player 07949,6387
player07950,Player 07950,47191
player07951,Player 07951,38646
player07952,Player 07952,80077
player07953,Player 07953,16169
player07954,Player 07954,86119
player07955,Player 07955,4751
player07956,Player 07956,55420
player07957,Player 07957,65210
player07958,Player 07958,85776
player07959,Player 07959,58095
player07960,Player 07960,29092
player07961,Player 07961,81161
player07962,Player 07962,98978
player07963,Player 07963,30128
player07964,Player 07964,76717
player07965,Player 07965,12809
player07966,Player 07966,25243
player07967,Player 07967,86265
player07968,Player 07968,32874
player07969,Player 07969,16364
player07970,Player 07970,46357
player07971,Player 07971,8241
player07972,Player 07972,71468
player07973,Player 07973,13732
player07974,Player 07974,38477
player07975,Player 07975,51799
player07976,Player 07976,85086
player07977,Player 07977,93663
player07978,Player 07978,17129
player07979,Player 07979,92508
player07980,Player 07980,52186
player07981,Player 07981,18765
player07982,Player 07982,98279
player07983,Player 07983,35893
player07984,Player 07984,40952
player07985,Player 07985,28120
player07986,Player 07986,45194
player07987,Player 07987,47496
player07988,Player 07988,80893
player07989,Player 07989,2649
player07990,Player 07990,77402
player07991,Player 07991,34889
player07992,Player 07992,35031
player07993,Player 07993,34709
player07994,Player 07994,500
player07995,Player 07995,42981
player07996,Player 07996,11420
player07997,Player 07997,70835
player07998,Player 07998,39000
player07999,Player 07999,8603
player08000,Player 08000,88599
player08001,Player 08001,17334
player08002,Player 08002,78923
player08003,Player 08003,58857
player08004,Player 08004,46752
player08005,Player 08005,14898
player08006,Player 08006,83554
player08007,Player 08007,13167
player08008,Player 08008,49199
player08009,Player 08009,83839
player08010,Player 08010,40129
player08011,Player 08011,23129
player08012,Player 08012,75067
player08013,Player 08013,50940
player08014,Player 08014,52726
player08015,Player 08015,38099
player08016,Player 08016,83172
player08017,Player 08017,90160
player08018,Player 08018,2461
player08019,Player 08019,15461
player08020,Player 08020,15761
player08021,Player 08021,69718
player08022,Player 08022,22052
player08023,Player 08023,53702
player08024,Player 08024,91247
player08025,Player 08025,12622
player08026,Player 08026,23276
player08027,Player 08027,49997
player08028,Player 08028,54828
player08029,Player 08029,85259
player08030,Player 08030,36250
player08031,Player 08031,61474
player08032,Player 08032,40482
player08033,Player 08033,78306
player08034,Player 08034,58642
player08035,Player 08035,45158
player08036,Player 08036,76454
player08037,Player 08037,33391
player08038,Player 08038,27374
player08039,Player 08039,3740
player08040,Player 08040,58313
player08041,Player 08041,70053
player08042,Player 08042,51673
player08043,Player 08043,8311
player08044,Player 08044,440
player08045,Player 08045,78953
player08046,Player 08046,82067
player08047,Player 08047,29738
player08048,Player 08048,63269
player08049,Player 08049,14349
player08050,Player 08050,13115
player08051,Player 08051,62715
player08052,Player 08052,82129
player08053,Player 08053,52900
player08054,Player 08054,69628
player08055,Player 08055,72449
player08056,Player 08056,21644
player08057,Player 08057,36614
player08058,Player 08058,62117
player08059,Player 08059,94206
player08060,Player 08060,10303
player08061,Player 08061,63383
player08062,Player 08062,8031
player08063,Player 08063,38710
player08064,Player 08064,38053
player08065,Player 08065,60595
player08066,Player 08066,78189
player08067,Player 08067,12100
player08068,Player 08068,17732
player08069,Player 08069,21044
player08070,Player 08070,5738
player08071,Player 08071,87730
player08072,Player 08072,28158
player08073,Player 08073,4778
player08074,Player 08074,14994
player08075,Player 08075,36190
player08076,Player 08076,37682
player08077,Player 08077,91116
player08078,Player 08078,87942
player08079,Player 08079,89124
player08080,Player 08080,28753
player08081,Player 08081,16713
player08082,Player 08082,99680
player08083,Player 08083,32332
player08084,Player 08084,39000
player08085,Player 08085,82180
player08086,Player 08086,80252
player08087,Player 08087,84299
player08088,Player 08088,37783
player08089,Player 08089,15727
player08090,Player 08090,28475
player08091,Player 08091,64468
player08092,Player 08092,68409
player08093,Player 08093,66513
player08094,Player 08094,45305
player08095,Player 08095,89302
player08096,Player 08096,2928
player08097,Player 08097,89408
player08098,Player 08098,42272
player08099,Player 08099,21016
player08100,Player 08100,75130
player08101,Player 08101,59013
player08102,Player 08102,97986
player08103,Player 08103,23381
player08104,Player 08104,16478
player08105,Player 08105,74163
player08106,Player 08106,19239
player08107,Player 08107,75272
player08108,Player 08108,32388
player08109,Player 08109,85407
player08110,Player 08110,97871
player08111,Player 08111,85017
player08112,Player 08112,34955
player08113,Player 08113,40033
player08114,Player 08114,84621
player08115,Player 08115,32572
player08116,Player 08116,31212
player08117,Player 08117,26009
player08118,Player 08118,14507
player08119,Player 08119,33356
player08120,Player 08120,78603
player08121,Player 08121,29554
player08122,Player 08122,31494
player08123,Player 08123,88687
player08124,Player 08124,23297
player08125,Player 08125,31068
player08126,Player 08126,66459
player08127,Player 08127,80491
player08128,Player 08128,60383
player08129,Player 08129,6109
player08130,Player 08130,45915
player08131,Player 08131,93940
player08132,Player 08132,58466
player08133,Player 08133,54550
player08134,Player 08134,12719
player08135,Player 08135,69680
player08136,Player 08136,96536
player08137,Player 08137,83434
player08138,Player 08138,11044
player08139,Player 08139,89554
player08140,Player 08140,26491
player08141,Player 08141,5622
player08142,Player 08142,6287
player08143,Player 08143,56667
player08144,Player 08144,63406
player08145,Player 08145,10312
player08146,Player 08146,62288
player08147,Player 08147,83855
player08148,Player 08148,87561
player08149,Player 08149,70290
player08150,Player 08150,57296
player08151,Player 08151,27509
player08152,Player 08152,44309
player08153,Player 08153,4737
player08154,Player 08154,26896
player08155,Player 08155,54612
player08156,Player 08156,91317
player08157,Player 08157,60445
player08158,Player 08158,84773
player08159,Player 08159,50132
player08160,Player 08160,5552
player08161,Player 08161,60025
player08162,Player 08162,13955
player08163,Player 08163,90310
player08164,Player 08164,96736
player08165,Player 08165,43556
player08166,Player 08166,43516
player08167,Player 08167,98298
player08168,Player 08168,98675
player08169,Player 08169,32169
player08170,Player 08170,86418
player08171,Player 08171,68842
player08172,Player 08172,36103
player08173,Player 08173,14934
player08174,Player 08174,22777
player08175,Player 08175,87359
player08176,Player 08176,84193
player08177,Player 08177,39066
player08178,Player 08178,12446
player08179,Player 08179,91884
player08180,Player 08180,56663
player08181,Player 08181,84734
player08182,Player 08182,29424
player08183,Player 08183,3873
player08184,Player 08184,2869
player08185,Player 08185,72381
player08186,Player 08186,68993
player08187,Player 08187,16895
player08188,Player 08188,8580
player08189,Player 08189,8339
player08190,Player 08190,51170
player08191,Player 08191,95928
player08192,Player 08192,58795
player08193,Player 08193,73234
player08194,Player 08194,87727
player08195,Player 08195,7382
player08196,Player 08196,49200
player08197,Player 08197,20123
player08198,Player 08198,98217
player08199,Player 08199,98620
player08200,Player 08200,79394
player08201,Player 08201,14867
player08202,Player 08202,11118
player08203,Player 08203,93867
player08204,Player 08204,14093
player08205,Player 08205,59243
player08206,Player 08206,42951
player08207,Player 08207,29784
player08208,Player 08208,35221
player08209,Player 08209,11269
player08210,Player 08210,37402
player08211,Player 08211,57542
player08212,Player 08212,98213
player08213,Player 08213,29064
player08214,Player 08214,36017
player08215,Player 08215,90951
player08216,Player 08216,79999
player08217,Player 08217,97839
player08218,Player 08218,36415
player08219,Player 08219,36302
player08220,Player 08220,44111
player08221,Player 08221,38526
player08222,Player 08222,32384
player08223,Player 08223,3172
player08224,Player 08224,48473
player08225,Player 08225,78051
player08226,Player 08226,6463
player08227,Player 08227,89918
player08228,Player 08228,97782
player08229,Player 08229,89196
player08230,Player 08230,73720
player08231,Player 08231,99688
player08232,Player 08232,71227
player08233,Player 08233,43820
player08234,Player 08234,86260
player08235,Player 08235,16547
player08236,Player 08236,44570
player08237,Player 08237,62261
player08238,Player 08238,9220
player08239,Player 08239,35980
player08240,Player 08240,28497
player08241,Player 08241,76208
player08242,Player 08242,21909
player08243,Player 08243,50300
player08244,Player 08244,31088
player08245,Player 08245,16854
player08246,Player 08246,94276
player08247,Player 08247,75362
player08248,Player 08248,30401
player08249,Player 08249,48174
player08250,Player 08250,89159
player08251,Player 08251,18684
player08252,Player 08252,54257
player08253,Player 08253,53528
player08254,Player 08254,84819
player08255,Player 08255,53165
player08256,Player 08256,15384
player08257,Player 08257,70891
player08258,Player 08258,44610
player08259,Player 08259,69757
player08260,Player 08260,12649
player08261,Player 08261,14133
player08262,Player 08262,69102
player08263,Player 08263,37144
player08264,Player 08264,27911
player08265,Player 08265,49145
player08266,Player 08266,57645
player08267,Player 08267,18368
player08268,Player 08268,59689
player08269,Player 08269,92173
player08270,Player 08270,3032
player08271,Player 08271,96347
player08272,Player 08272,1280
player08273,Player 08273,13046
player08274,Player 08274,52590
player08275,Player 08275,77448
player08276,Player 08276,29157
player08277,Player 08277,7788
player08278,Player 08278,80685
player08279,Player 08279,54196
player08280,Player 08280,11175
player08281,Player 08281,26724
player08282,Player 08282,67937
player08283,Player 08283,49868
player08284,Player 08284,7848
player08285,Player 08285,37227
player08286,Player 08286,93686
player08287,Player 08287,79298
player08288,Player 08288,90878
player08289,Player 08289,26531
player08290,Player 08290,38588
player08291,Player 08291,62117
player08292,Player 08292,8445
player08293,Player 08293,21385
player08294,Player 08294,4626
player08295,Player 08295,89457
player08296,Player 08296,27510
player08297,Player 08297,27908
player08298,Player 08298,66396
player08299,Player 08299,71161
player08300,Player 08300,5631
player08301,Player 08301,85895
player08302,Player 08302,2217
player08303,Player 08303,66944
player08304,Player 08304,81665
player08305,Player 08305,74236
player08306,Player 08306,85757
player08307,Player 08307,19027
player08308,Player 08308,71001
player08309,Player 08309,9338
player08310,Player 08310,90440
player08311,Player 08311,19561
player08312,Player 08312,85678
player08313,Player 08313,13915
player08314,Player 08314,75596
player08315,Player 08315,54167
player08316,Player 08316,24161
player08317,Player 08317,33990
player08318,Player 08318,69679
player08319,Player 08319,43720
player08320,Player 08320,70868
player08321,Player 08321,77471
player08322,Player 08322,17157
player08323,Player 08323,39188
player08324,Player 08324,87769
player08325,Player 08325,14791
player08326,Player 08326,74395
player08327,Player 08327,31665
player08328,Player 08328,27105
player08329,Player 08329,57307
player08330,Player 08330,52789
player08331,Player 08331,74281
player08332,Player 08332,60561
player08333,Player 08333,79524
player08334,Player 08334,68310
player08335,Player 08335,58143
player08336,Player 08336,46282
player08337,Player 08337,61716
player08338,Player 08338,97476
player08339,Player 08339,38545
player08340,Player 08340,84333
player08341,Player 08341,92897
player08342,Player 08342,85131
player08343,Player 08343,72733
player08344,Player 08344,67492
player08345,Player 08345,39368
player08346,Player 08346,90711
player08347,Player 08347,95790
player08348,Player 08348,4109
player08349,Player 08349,13084
player08350,Player 08350,88032
player08351,Player 08351,80429
player08352,Player 08352,38070
player08353,Player 08353,4029
player08354,Player 08354,60205
player08355,Player 08355,49371
player08356,Player 08356,55334
player08357,Player 08357,44237
player08358,Player 08358,82323
player08359,Player 08359,92036
player08360,Player 08360,14277
player08361,Player 08361,86943
player08362,Player 08362,64856
player08363,Player 08363,37669
player08364,Player 08364,85844
player08365,Player 08365,63135
player08366,Player 08366,31041
player08367,Player 08367,27789
player08368,Player 08368,69078
player08369,Player 08369,83251
player08370,Player 08370,46410
player08371,Player 08371,11708
player08372,Player 08372,54118
player08373,Player 08373,71045
player08374,Player 08374,91510
player08375,Player 08375,86582
player08376,Player 08376,83674
player08377,Player 08377,67103
player08378,Player 08378,83719
player08379,Player 08379,15690
player08380,Player 08380,91314
player08381,Player 08381,75221
player08382,Player 08382,47470
player08383,Player 08383,48066
player08384,Player 08384,10878
player08385,Player 08385,89854
player08386,Player 08386,95030
player08387,Player 08387,84505
player08388,Player 08388,96902
player08389,Player 08389,69628
player08390,Player 08390,77468
player08391,Player 08391,2855
player08392,Player 08392,10224
player08393,Player 08393,42037
player08394,Player 08394,98126
player08395,Player 08395,96010
player08396,Player 08396,99801
player08397,Player 08397,52946
player08398,Player 08398,96930
player08399,Player 08399,75179
player08400,Player 08400,97352
player08401,Player 08401,66875
player08402,Player 08402,18201
player08403,Player 08403,41515
player08404,Player 08404,14238
player08405,Player 08405,36261
player08406,Player 08406,17426
player08407,Player 08407,35746
player08408,Player 08408,5208
player08409,Player 08409,18021
player08410,Player 08410,94972
player08411,Player 08411,42816
player08412,Player 08412,95439
player08413,Player 08413,18776
player08414,Player 08414,33989
player08415,Player 08415,19452
player08416,Player 08416,65269
player08417,Player 08417,89687
player08418,Player 08418,95700
player08419,Player 08419,81471
player08420,Player 08420,10878
player08421,Player 08421,7291
player08422,Player 08422,26988
player08423,Player 08423,47285
player08424,Player 08424,9779
player08425,Player 08425,85231
player08426,Player 08426,49272
player08427,Player 08427,685
player08428,Player 08428,71075
player08429,Player 08429,48124
player08430,Player 08430,71288
player08431,Player 08431,45468
player08432,Player 08432,39851
player08433,Player 08433,97824
player08434,Player 08434,44906
player08435,Player 08435,23228
player08436,Player 08436,99819
player08437,Player 08437,15807
player08438,Player 08438,43740
player08439,Player 08439,23909
player08440,Player 08440,78027
player08441,Player 08441,23593
player08442,Player 08442,30831
player08443,Player 08443,20043
player08444,Player 08444,74496
player08445,Player 08445,73818
player08446,Player 08446,72498
player08447,Player 08447,16107
player08448,Player 08448,29881
player08449,Player 08449,22237
player08450,Player 08450,75733
player08451,Player 08451,22596
player08452,Player 08452,23794
player08453,Player 08453,18946
player08454,Player 08454,33384
player08455,Player 08455,62804
player08456,Player 08456,68671
player08457,Player 08457,4108
player08458,Player 08458,18336
player08459,Player 08459,81408
player08460,Player 08460,86937
player08461,Player 08461,25448
player08462,Player 08462,25943
player08463,Player 08463,20087
player08464,Player 08464,96509
player08465,Player 08465,96239
player08466,Player 08466,73393
player08467,Player 08467,48692
player08468,Player 08468,40047
player08469,Player 08469,18979
player08470,Player 08470,28076
player08471,Player 08471,10095
player08472,Player 08472,41977
player08473,Player 08473,7956
player08474,Player 08474,98225
player08475,Player 08475,8102
player08476,Player 08476,18602
player08477,Player 08477,64982
player08478,Player 08478,14788
player08479,Player 08479,21551
player08480,Player 08480,50314
player08481,Player 08481,72513
player08482,Player 08482,69232
player08483,Player 08483,84476
player08484,Player 08484,55449
player08485,Player 08485,92258
player08486,Player 08486,35857
player08487,Player 08487,88532
player08488,Player 08488,49217
player08489,Player 08489,42104
player08490,Player 08490,53631
player08491,Player 08491,88719
player08492,Player 08492,66168
player08493,Player 08493,74467
player08494,Player 08494,39755
player08495,Player 08495,56236
player08496,Player 08496,32967
player08497,Player 08497,53061
player08498,Player 08498,17372
player08499,Player 08499,4446
player08500,Player 08500,60727
player08501,Player 08501,72361
player08502,Player 08502,12117
player08503,Player 08503,73705
player08504,Player 08504,14506
player08505,Player 08505,76483
player08506,Player 08506,61593
player08507,Player 08507,75148
player08508,Player 08508,30078
player08509,Player 08509,15614
player08510,Player 08510,35525
player08511,Player 08511,45103
player08512,Player 08512,5072
player08513,Player 08513,33413
player08514,Player 08514,95034
player08515,Player 08515,71376
player08516,Player 08516,50618
player08517,Player 08517,44688
player08518,Player 08518,30986
player08519,Player 08519,97935
player08520,Player 08520,52438
player08521,Player 08521,53933
player08522,Player 08522,11984
player08523,Player 08523,27395
player08524,Player 08524,58272
player08525,Player 08525,97934
player08526,Player 08526,10870
player08527,Player 08527,67395
player08528,Player 08528,40932
player08529,Player 08529,19480
player08530,Player 08530,91590
player08531,Player 08531,11054
player08532,Player 08532,64757
player08533,Player 08533,68058
player08534,Player 08534,39878
player08535,Player 08535,69283
player08536,Player 08536,58510
player08537,Player 08537,90205
player08538,Player 08538,37849
player08539,Player 08539,52264
player08540,Player 08540,35500
player08541,Player 08541,68028
player08542,Player 08542,68451
player08543,Player 08543,70377
player08544,Player 08544,7041
player08545,Player 08545,15485
player08546,Player 08546,9634
player08547,Player 08547,10703
player08548,Player 08548,44936
player08549,Player 08549,35477
player08550,Player 08550,50584
player08551,Player 08551,305
player08552,Player 08552,44104
player08553,Player 08553,54767
player08554,Player 08554,33556
player08555,Player 08555,20757
player08556,Player 08556,60601
player08557,Player 08557,39916
player08558,Player 08558,46697
player08559,Player 08559,53297
player08560,Player 08560,48202
player08561,Player 08561,47311
player08562,Player 08562,50385
player08563,Player 08563,11510
player08564,Player 08564,50405
player08565,Player 08565,2862
player08566,Player 08566,28449
player08567,Player 08567,26450
player08568,Player 08568,72006
player08569,Player 08569,64464
player08570,Player 08570,51369
player08571,Player 08571,99707
player08572,Player 08572,32495
player08573,Player 08573,50727
player08574,Player 08574,11503
player08575,Player 08575,92158
player08576,Player 08576,61283
player08577,Player 08577,26801
player08578,Player 08578,52421
player08579,Player 08579,6165
player08580,Player 08580,12370
player08581,Player 08581,22155
player08582,Player 08582,71287
player08583,Player 08583,87809
player08584,Player 08584,87196
player08585,Player 08585,36914
player08586,Player 08586,17914
player08587,Player 08587,12059
player08588,Player 08588,46308
player08589,Player 08589,38441
player08590,Player 08590,63177
player08591,Player 08591,60226
player08592,Player 08592,85739
player08593,Player 08593,53142
player08594,Player 08594,71777
player08595,Player 08595,52214
player08596,Player 08596,49824
player08597,Player 08597,81991
player08598,Player 08598,10249
player08599,Player 08599,3356
player08600,Player 08600,25073
player08601,Player 08601,70075
player08602,Player 08602,31039
player08603,Player 08603,70408
player08604,Player 08604,10703
player08605,Player 08605,61693
player08606,Player 08606,22962
player08607,Player 08607,4494
player08608,Player 08608,4785
player08609,Player 08609,18835
player08610,Player 08610,45932
player08611,Player 08611,25
player08612,Player 08612,74836
player08613,Player 08613,5409
player08614,Player 08614,94605
player08615,Player 08615,72189
player08616,Player 08616,82669
player08617,Player 08617,45245
player08618,Player 08618,21963
player08619,Player 08619,19344
player08620,Player 08620,90179
player08621,Player 08621,50497
player08622,Player 08622,38932
player08623,Player 08623,57799
player08624,Player 08624,61514
player08625,Player 08625,11501
player08626,Player 08626,46162
player08627,Player 08627,88898
player08628,Player 08628,52568
player08629,Player 08629,52023
player08630,Player 08630,43710
player08631,Player 08631,87710
player08632,Player 08632,39030
player08633,Player 08633,95712
player08634,Player 08634,97211
player08635,Player 08635,83972
player08636,Player 08636,42388
player08637,Player 08637,82870
player08638,Player 08638,53280
player08639,Player 08639,33665
player08640,Player 08640,5862
player08641,Player 08641,71220
player08642,Player 08642,62016
player08643,Player 08643,50157
player08644,Player 08644,39506
player08645,Player 08645,22153
player08646,Player 08646,42498
player08647,Player 08647,11344
player08648,Player 08648,41846
player08649,Player 08649,29285
player08650,Player 08650,71353
player08651,Player 08651,45151
player08652,Player 08652,45778
player08653,Player 08653,43910
player08654,Player 08654,58650
player08655,Player 08655,67491
player08656,Player 08656,77156
player08657,Player 08657,5049
player08658,Player 08658,30364
player08659,Player 08659,11473
player08660,Player 08660,1254
player08661,Player 08661,35526
player08662,Player 08662,60387
player08663,Player 08663,89082
player08664,Player 08664,51386
